image_id,pa_deg,fl_mm,mt_mm
IMG_00001.tif,14.090276920822324,77.81210048541365,18.78791461412151
IMG_00002.tif,15.20010469742127,77.27500818107836,19.268210180623974
IMG_00003.tif,16.309932474020215,76.73791587674307,19.748505747126437
IMG_00004.tif,18.49573328079581,77.81210048541365,20.398752052545156
IMG_00005.tif,18.49573328079581,76.73791587674307,20.5416091954023
IMG_00006.tif,20.642246457208728,74.09154891132938,20.812545155993433
IMG_00007.tif,20.642246457208728,74.09154891132938,20.812545155993433
IMG_00008.tif,18.49573328079581,77.01779849541522,20.812545155993433
IMG_00009.tif,18.49573328079581,73.04677121857712,19.155730706075538
IMG_00010.tif,14.090276920822324,77.01779849541522,19.037504105090314
IMG_00011.tif,14.090276920822324,77.01779849541522,19.037504105090314
IMG_00012.tif,18.49573328079581,69.48012522722055,19.037504105090314
IMG_00013.tif,20.0,69.3288994458793,19.037504105090314
IMG_00014.tif,20.0,69.48012522722055,20.259178981937605
IMG_00015.tif,20.0,69.48012522722055,20.259178981937605
IMG_00016.tif,16.309932474020215,76.96337923766278,20.259178981937605
IMG_00017.tif,16.309932474020215,76.96337923766278,20.259178981937605
IMG_00018.tif,16.309932474020215,78.31097689531205,19.56295566502463
IMG_00019.tif,16.309932474020215,76.96337923766278,18.86673234811166
IMG_00020.tif,16.309932474020215,75.56288668020532,18.86673234811166
IMG_00021.tif,16.309932474020215,75.56288668020532,18.86673234811166
IMG_00022.tif,16.309932474020215,76.64644653809043,19.828965517241382
IMG_00023.tif,16.309932474020215,76.64644653809043,20.124532019704436
IMG_00024.tif,18.49573328079581,76.64644653809043,20.14095238095238
IMG_00025.tif,18.49573328079581,76.64644653809043,20.14095238095238
IMG_00026.tif,18.49573328079581,75.28518155369694,20.14095238095238
IMG_00027.tif,18.49573328079581,75.28518155369694,19.799408866995076
IMG_00028.tif,18.49573328079581,75.28518155369694,19.70745484400657
IMG_00029.tif,16.309932474020215,78.16905872856157,19.32650246305419
IMG_00030.tif,16.309932474020215,81.7191150073191,19.32650246305419
IMG_00031.tif,16.309932474020215,81.7191150073191,19.576091954022992
IMG_00032.tif,16.309932474020215,84.31972333873745,19.576091954022992
IMG_00033.tif,16.309932474020215,81.7191150073191,19.576091954022992
IMG_00034.tif,16.309932474020215,81.7191150073191,19.576091954022992
IMG_00035.tif,16.309932474020215,85.7715377406178,19.576091954022992
IMG_00036.tif,14.090276920822324,85.7715377406178,19.071089059786654
IMG_00037.tif,14.090276920822324,78.18484050447161,19.071089059786654
IMG_00038.tif,14.090276920822324,78.18484050447161,19.745048606802
IMG_00039.tif,14.090276920822324,78.18484050447161,19.80250392789217
IMG_00040.tif,16.309932474020215,74.5954991248891,19.80250392789217
IMG_00041.tif,20.0,69.37357786578862,19.80250392789217
IMG_00042.tif,20.0,69.37357786578862,19.745048606802
IMG_00043.tif,11.84277341263094,88.93411236501136,19.745048606802
IMG_00044.tif,20.0,69.37357786578862,19.23090978932128
IMG_00045.tif,11.84277341263094,88.93411236501136,19.23090978932128
IMG_00046.tif,11.84277341263094,88.93411236501136,19.23090978932128
IMG_00047.tif,20.0,78.90026771910784,19.23090978932128
IMG_00048.tif,20.0,78.90026771910784,19.214973951872985
IMG_00049.tif,14.090276920822324,78.90026771910784,19.214973951872985
IMG_00050.tif,20.0,76.9,18.183798891920947
IMG_00051.tif,14.090276920822324,76.9,18.183798891920947
IMG_00052.tif,14.090276920822324,76.9,18.819290498635574
IMG_00053.tif,20.0,71.4559887554649,18.819290498635574
IMG_00054.tif,20.0,71.4559887554649,19.071089059786654
IMG_00055.tif,14.090276920822324,78.01069397232764,20.77065565551879
IMG_00056.tif,14.090276920822324,90.361848903887,20.77065565551879
IMG_00057.tif,14.090276920822324,90.361848903887,20.77065565551879
IMG_00058.tif,14.090276920822324,90.361848903887,20.77065565551879
IMG_00059.tif,15.203973721731684,86.3331812689937,20.77065565551879
IMG_00060.tif,16.309932474020215,83.12146505575832,20.77065565551879
IMG_00061.tif,17.407418527400743,81.83248778015987,21.05614336368691
IMG_00062.tif,17.407418527400743,81.83248778015987,21.05614336368691
IMG_00063.tif,17.407418527400743,81.83248778015987,21.05614336368691
IMG_00064.tif,16.309932474020215,84.49629981755179,21.05614336368691
IMG_00065.tif,16.309932474020215,84.57717245059845,21.05614336368691
IMG_00066.tif,16.309932474020215,93.11771819544234,22.997098050165203
IMG_00067.tif,16.309932474020215,93.11771819544234,22.997098050165203
IMG_00068.tif,16.309932474020215,93.11771819544234,22.997098050165203
IMG_00069.tif,16.309932474020215,93.11771819544234,22.997098050165203
IMG_00070.tif,16.309932474020215,93.11771819544234,22.983602773512033
IMG_00071.tif,20.0,74.31324093895269,22.09291451440272
IMG_00072.tif,20.0,74.31324093895269,22.09291451440272
IMG_00073.tif,20.0,74.31324093895269,22.09291451440272
IMG_00074.tif,20.0,74.31324093895269,22.09291451440272
IMG_00075.tif,20.0,74.31324093895269,22.09291451440272
IMG_00076.tif,20.0,71.85233754925673,21.256207361906093
IMG_00077.tif,20.0,71.85233754925673,21.256207361906093
IMG_00078.tif,20.0,71.85233754925673,21.256207361906093
IMG_00079.tif,20.0,71.85233754925673,21.256207361906093
IMG_00080.tif,20.0,71.85233754925673,21.256207361906093
IMG_00081.tif,11.84277341263094,86.75815417086483,18.8945339476011
IMG_00082.tif,11.84277341263094,86.75815417086483,18.8945339476011
IMG_00083.tif,11.84277341263094,86.75815417086483,18.8945339476011
IMG_00084.tif,11.84277341263094,86.75815417086483,18.8945339476011
IMG_00085.tif,11.84277341263094,86.75815417086483,18.8945339476011
IMG_00086.tif,15.203973721731684,83.28446448525305,20.230566336265067
IMG_00087.tif,16.309932474020215,80.36753907780053,20.230566336265067
IMG_00088.tif,16.309932474020215,80.36753907780053,20.230566336265067
IMG_00089.tif,16.309932474020215,80.36753907780053,20.230566336265067
IMG_00090.tif,16.309932474020215,80.36753907780053,20.230566336265067
IMG_00091.tif,14.090276920822324,88.39546729250105,20.45998603936898
IMG_00092.tif,14.090276920822324,88.39546729250105,20.45998603936898
IMG_00093.tif,14.090276920822324,88.39546729250105,20.45998603936898
IMG_00094.tif,14.090276920822324,88.31004901381569,20.44649076271581
IMG_00095.tif,14.090276920822324,88.31004901381569,20.44649076271581
